day,stakeholder_id,name,requested,min_acceptable,allocated,allocated_from_authority,allocated_from_trades,satisfaction,shortfall,critical_failure,severity_today,rounds_today,imposed_today,cooperated,objected,supply,total_allocated,peak_temp_c,ruling_text,run_id,condition,seed
4,epa,Environmental Protection Agency,60.0,44.0,0.0,0.0,0.0,0.0,44.0,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s allocation was set to protect life, maintain essential household access in extreme heat, and preserve the minimum water needed to keep critical infrastructure operating while the shortage remains severe. With temperatures reaching 41°C and no agreement reached after two rounds of negotiation, the Authority prioritized health and domestic resilience first, then essential agricultural and energy needs, while temporarily deferring non-critical industrial and environmental uses to avoid deeper system risk.

We also note the voluntary cooperation shown during negotiations, including any reductions or trades offered by stakeholders to help stabilize the outcome; the Authority views such good-faith crisis management positively and will weigh it favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
5,hospital,Hospital / Healthcare Services,162.0,137.7,137.7,137.7,0.0,0.85,0.0,False,True,2,True,False,False,650.0,650.0,39.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized life-sustaining and critical public services first, with healthcare protected above all, followed by household use sufficient to cover essential needs and basic public health. We also maintained a reduced but workable supply for agriculture and the energy utility to preserve food production and grid reliability, while non-essential industrial demand and environmental allocations were deferred under the emergency conditions.

We note and commend the stakeholders who accepted voluntary reductions or trades during the negotiations; such cooperation is a clear demonstration of good-faith crisis management and will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
5,households,Households,448.0,336.0,227.9,227.9,0.0,0.509,108.1,True,True,2,True,False,False,650.0,650.0,39.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized life-sustaining and critical public services first, with healthcare protected above all, followed by household use sufficient to cover essential needs and basic public health. We also maintained a reduced but workable supply for agriculture and the energy utility to preserve food production and grid reliability, while non-essential industrial demand and environmental allocations were deferred under the emergency conditions.

We note and commend the stakeholders who accepted voluntary reductions or trades during the negotiations; such cooperation is a clear demonstration of good-faith crisis management and will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
5,agriculture,Agriculture,300.0,180.0,180.0,180.0,0.0,0.6,0.0,False,True,2,True,False,True,650.0,650.0,39.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized life-sustaining and critical public services first, with healthcare protected above all, followed by household use sufficient to cover essential needs and basic public health. We also maintained a reduced but workable supply for agriculture and the energy utility to preserve food production and grid reliability, while non-essential industrial demand and environmental allocations were deferred under the emergency conditions.

We note and commend the stakeholders who accepted voluntary reductions or trades during the negotiations; such cooperation is a clear demonstration of good-faith crisis management and will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
5,industry,Industry / Businesses,110.0,97.5,0.0,0.0,0.0,0.0,97.5,True,True,2,True,False,True,650.0,650.0,39.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized life-sustaining and critical public services first, with healthcare protected above all, followed by household use sufficient to cover essential needs and basic public health. We also maintained a reduced but workable supply for agriculture and the energy utility to preserve food production and grid reliability, while non-essential industrial demand and environmental allocations were deferred under the emergency conditions.

We note and commend the stakeholders who accepted voluntary reductions or trades during the negotiations; such cooperation is a clear demonstration of good-faith crisis management and will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
5,energy_utility,Energy Utility,116.0,104.4,104.4,104.4,0.0,0.9,0.0,False,True,2,True,False,False,650.0,650.0,39.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized life-sustaining and critical public services first, with healthcare protected above all, followed by household use sufficient to cover essential needs and basic public health. We also maintained a reduced but workable supply for agriculture and the energy utility to preserve food production and grid reliability, while non-essential industrial demand and environmental allocations were deferred under the emergency conditions.

We note and commend the stakeholders who accepted voluntary reductions or trades during the negotiations; such cooperation is a clear demonstration of good-faith crisis management and will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
5,epa,Environmental Protection Agency,80.0,44.0,0.0,0.0,0.0,0.0,44.0,True,True,2,True,False,True,650.0,650.0,39.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized life-sustaining and critical public services first, with healthcare protected above all, followed by household use sufficient to cover essential needs and basic public health. We also maintained a reduced but workable supply for agriculture and the energy utility to preserve food production and grid reliability, while non-essential industrial demand and environmental allocations were deferred under the emergency conditions.

We note and commend the stakeholders who accepted voluntary reductions or trades during the negotiations; such cooperation is a clear demonstration of good-faith crisis management and will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
6,hospital,Hospital / Healthcare Services,165.0,140.2,140.2,140.2,0.0,0.85,0.0,False,True,2,True,False,False,600.0,600.0,36.0,"Today’s allocation was set to protect the most critical life-safety and continuity needs under severe heat and an ongoing supply emergency. Priority was given to hospitals and healthcare services, household use, and essential energy operations, while agriculture and industry were asked to absorb deeper cuts because their demands, though important, are less immediately life-preserving in a single-day crisis.

We note and appreciate the voluntary cooperation shown during negotiations, including reductions and compromise offers that helped narrow the gap before a ruling was required. The Authority regards that good-faith crisis management as a positive contribution that will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
6,households,Households,460.0,345.0,164.3,164.3,0.0,0.357,180.7,True,True,2,True,False,False,600.0,600.0,36.0,"Today’s allocation was set to protect the most critical life-safety and continuity needs under severe heat and an ongoing supply emergency. Priority was given to hospitals and healthcare services, household use, and essential energy operations, while agriculture and industry were asked to absorb deeper cuts because their demands, though important, are less immediately life-preserving in a single-day crisis.

We note and appreciate the voluntary cooperation shown during negotiations, including reductions and compromise offers that helped narrow the gap before a ruling was required. The Authority regards that good-faith crisis management as a positive contribution that will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
6,agriculture,Agriculture,312.0,187.5,187.5,187.5,0.0,0.601,0.0,False,True,2,True,False,True,600.0,600.0,36.0,"Today’s allocation was set to protect the most critical life-safety and continuity needs under severe heat and an ongoing supply emergency. Priority was given to hospitals and healthcare services, household use, and essential energy operations, while agriculture and industry were asked to absorb deeper cuts because their demands, though important, are less immediately life-preserving in a single-day crisis.

We note and appreciate the voluntary cooperation shown during negotiations, including reductions and compromise offers that helped narrow the gap before a ruling was required. The Authority regards that good-faith crisis management as a positive contribution that will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
6,industry,Industry / Businesses,98.0,97.5,0.0,0.0,0.0,0.0,97.5,True,True,2,True,False,True,600.0,600.0,36.0,"Today’s allocation was set to protect the most critical life-safety and continuity needs under severe heat and an ongoing supply emergency. Priority was given to hospitals and healthcare services, household use, and essential energy operations, while agriculture and industry were asked to absorb deeper cuts because their demands, though important, are less immediately life-preserving in a single-day crisis.

We note and appreciate the voluntary cooperation shown during negotiations, including reductions and compromise offers that helped narrow the gap before a ruling was required. The Authority regards that good-faith crisis management as a positive contribution that will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
6,energy_utility,Energy Utility,120.0,108.0,108.0,108.0,0.0,0.9,0.0,False,True,2,True,False,False,600.0,600.0,36.0,"Today’s allocation was set to protect the most critical life-safety and continuity needs under severe heat and an ongoing supply emergency. Priority was given to hospitals and healthcare services, household use, and essential energy operations, while agriculture and industry were asked to absorb deeper cuts because their demands, though important, are less immediately life-preserving in a single-day crisis.

We note and appreciate the voluntary cooperation shown during negotiations, including reductions and compromise offers that helped narrow the gap before a ruling was required. The Authority regards that good-faith crisis management as a positive contribution that will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
6,epa,Environmental Protection Agency,44.0,44.0,0.0,0.0,0.0,0.0,44.0,True,True,2,True,False,True,600.0,600.0,36.0,"Today’s allocation was set to protect the most critical life-safety and continuity needs under severe heat and an ongoing supply emergency. Priority was given to hospitals and healthcare services, household use, and essential energy operations, while agriculture and industry were asked to absorb deeper cuts because their demands, though important, are less immediately life-preserving in a single-day crisis.

We note and appreciate the voluntary cooperation shown during negotiations, including reductions and compromise offers that helped narrow the gap before a ruling was required. The Authority regards that good-faith crisis management as a positive contribution that will be weighed favourably in future allocation decisions.",baseline_mixed_negotiation_seed0,baseline_mixed_negotiation,0
1,hospital,Hospital / Healthcare Services,150.0,127.5,150.0,150.0,0.0,1.0,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Today’s allocation was set under severe shortage conditions and a 34°C peak heat forecast, so we applied the standard priority order to protect life, public health, and essential system stability before assigning remaining water to other uses. This means healthcare and household needs were safeguarded first, followed by critical support for agriculture, industry, energy operations, and environmental protection, with no stakeholder falling below minimum service thresholds.

No voluntary reductions or trades were reported in today’s allocation round. The Authority notes that any such cooperation in future will be treated as a strong sign of good-faith crisis management and considered favorably in subsequent decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
1,households,Households,420.0,300.0,380.3,380.3,0.0,0.905,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Today’s allocation was set under severe shortage conditions and a 34°C peak heat forecast, so we applied the standard priority order to protect life, public health, and essential system stability before assigning remaining water to other uses. This means healthcare and household needs were safeguarded first, followed by critical support for agriculture, industry, energy operations, and environmental protection, with no stakeholder falling below minimum service thresholds.

No voluntary reductions or trades were reported in today’s allocation round. The Authority notes that any such cooperation in future will be treated as a strong sign of good-faith crisis management and considered favorably in subsequent decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
1,agriculture,Agriculture,250.0,150.0,194.5,194.5,0.0,0.778,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Today’s allocation was set under severe shortage conditions and a 34°C peak heat forecast, so we applied the standard priority order to protect life, public health, and essential system stability before assigning remaining water to other uses. This means healthcare and household needs were safeguarded first, followed by critical support for agriculture, industry, energy operations, and environmental protection, with no stakeholder falling below minimum service thresholds.

No voluntary reductions or trades were reported in today’s allocation round. The Authority notes that any such cooperation in future will be treated as a strong sign of good-faith crisis management and considered favorably in subsequent decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
1,industry,Industry / Businesses,150.0,97.5,109.2,109.2,0.0,0.728,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Today’s allocation was set under severe shortage conditions and a 34°C peak heat forecast, so we applied the standard priority order to protect life, public health, and essential system stability before assigning remaining water to other uses. This means healthcare and household needs were safeguarded first, followed by critical support for agriculture, industry, energy operations, and environmental protection, with no stakeholder falling below minimum service thresholds.

No voluntary reductions or trades were reported in today’s allocation round. The Authority notes that any such cooperation in future will be treated as a strong sign of good-faith crisis management and considered favorably in subsequent decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
1,energy_utility,Energy Utility,110.0,90.0,110.0,110.0,0.0,1.0,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Today’s allocation was set under severe shortage conditions and a 34°C peak heat forecast, so we applied the standard priority order to protect life, public health, and essential system stability before assigning remaining water to other uses. This means healthcare and household needs were safeguarded first, followed by critical support for agriculture, industry, energy operations, and environmental protection, with no stakeholder falling below minimum service thresholds.

No voluntary reductions or trades were reported in today’s allocation round. The Authority notes that any such cooperation in future will be treated as a strong sign of good-faith crisis management and considered favorably in subsequent decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
1,epa,Environmental Protection Agency,80.0,44.0,56.0,56.0,0.0,0.7,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Today’s allocation was set under severe shortage conditions and a 34°C peak heat forecast, so we applied the standard priority order to protect life, public health, and essential system stability before assigning remaining water to other uses. This means healthcare and household needs were safeguarded first, followed by critical support for agriculture, industry, energy operations, and environmental protection, with no stakeholder falling below minimum service thresholds.

No voluntary reductions or trades were reported in today’s allocation round. The Authority notes that any such cooperation in future will be treated as a strong sign of good-faith crisis management and considered favorably in subsequent decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
2,hospital,Hospital / Healthcare Services,153.0,130.0,140.1,140.1,0.0,0.916,0.0,False,False,0,False,False,False,900.0,900.0,37.0,"Today’s allocation was set under severe heat-driven demand and constrained supply, using our standard priority order to protect life, public health, and essential system stability first. We ensured hospitals and healthcare services were fully safeguarded, maintained household supply at a level necessary for basic domestic needs, and then distributed the remaining water to agriculture, industry, the energy utility, and environmental protection in line with established emergency rules, with no stakeholder falling below its minimum requirement.

No voluntary reductions or trades were recorded today. The Authority notes that any future good-faith cooperation of this kind will be considered favorably in subsequent allocation decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
2,households,Households,412.0,309.0,336.1,336.1,0.0,0.816,0.0,False,False,0,False,False,False,900.0,900.0,37.0,"Today’s allocation was set under severe heat-driven demand and constrained supply, using our standard priority order to protect life, public health, and essential system stability first. We ensured hospitals and healthcare services were fully safeguarded, maintained household supply at a level necessary for basic domestic needs, and then distributed the remaining water to agriculture, industry, the energy utility, and environmental protection in line with established emergency rules, with no stakeholder falling below its minimum requirement.

No voluntary reductions or trades were recorded today. The Authority notes that any future good-faith cooperation of this kind will be considered favorably in subsequent allocation decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
2,agriculture,Agriculture,262.0,157.5,175.8,175.8,0.0,0.671,0.0,False,False,0,False,False,False,900.0,900.0,37.0,"Today’s allocation was set under severe heat-driven demand and constrained supply, using our standard priority order to protect life, public health, and essential system stability first. We ensured hospitals and healthcare services were fully safeguarded, maintained household supply at a level necessary for basic domestic needs, and then distributed the remaining water to agriculture, industry, the energy utility, and environmental protection in line with established emergency rules, with no stakeholder falling below its minimum requirement.

No voluntary reductions or trades were recorded today. The Authority notes that any future good-faith cooperation of this kind will be considered favorably in subsequent allocation decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
2,industry,Industry / Businesses,150.0,97.5,102.1,102.1,0.0,0.681,0.0,False,False,0,False,False,False,900.0,900.0,37.0,"Today’s allocation was set under severe heat-driven demand and constrained supply, using our standard priority order to protect life, public health, and essential system stability first. We ensured hospitals and healthcare services were fully safeguarded, maintained household supply at a level necessary for basic domestic needs, and then distributed the remaining water to agriculture, industry, the energy utility, and environmental protection in line with established emergency rules, with no stakeholder falling below its minimum requirement.

No voluntary reductions or trades were recorded today. The Authority notes that any future good-faith cooperation of this kind will be considered favorably in subsequent allocation decisions.",baseline_mixed_negotiation_seed1,baseline_mixed_negotiation,1
